season,episode,title,scene,speaker,line,
1,4,The Alliance,123,Jim,"Yeah, what do you think that's about?",
1,4,The Alliance,123,Dwight,Only one way to find out.,
1,4,The Alliance,123,Jim,I'm on it.,
1,4,The Alliance,124,Jim,You are not going to believe this.,
1,4,The Alliance,124,Dwight,What? I believe it.,
1,4,The Alliance,124,Jim,"Well, tensions were high in the kitchen.",
1,4,The Alliance,124,Dwight,"I could tell, from the body language.",
1,4,The Alliance,125,Jim,"Hey Kev, that looks good. What is it? Turkey?",
1,4,The Alliance,125,Kevin,Italian.,
1,4,The Alliance,125,Jim,"Oh, Italian. Nice. Wow! You got the works there. Red onion, provolone...",
1,4,The Alliance,125,Kevin,Yeah.,
1,4,The Alliance,126,Jim,"Toby and Kevin, they're trying to get Angela kicked off.",
1,4,The Alliance,126,Dwight,"Good, let 'em. It helps our cause.",
1,4,The Alliance,126,Jim,"Well, I don't know, if Kevin's in accounting, and Toby's in Human Resources and they're talking...",
1,4,The Alliance,126,Dwight,"Oh, they're forming an alliance",
1,4,The Alliance,127,Toby,I love their sandwiches.,
1,4,The Alliance,127,Jim,I love their sandwiches too.,
1,4,The Alliance,127,Kevin,Their bread's really good.,
1,4,The Alliance,127,Jim,Their bread is very good.,
1,4,The Alliance,128,Dwight,Damn it. God!,
1,4,The Alliance,128,Jim,"OK, listen, we need to assume that everyone in the office is forming an alliance and is therefore trying to get us kicked off.",
1,4,The Alliance,128,Dwight,God... Damn it! Why us?,
1,4,The Alliance,128,Jim,"Because we're strong, Dwight. Because we're strong.",
1,4,The Alliance,129,Michael," Meredith, Meredith... Meri... Mary had a little lamb. Mary... Meredith had a little lamb. Don't bring that lamb to work or it'll poop on the floor.",
1,4,The Alliance,129,Michael,"Hey, Oscar! Come on in. What's up?",
1,4,The Alliance,129,Oscar,"Uh, I'm sorry to bother you.",
1,4,The Alliance,129,Michael,"Oh, not at all. Come on in. What's going on?",
1,4,The Alliance,129,Oscar,"My nephew is involved with, um, a charity for cerebral palsy, and I was wondering if maybe you'd like to... you know... if...",
1,4,The Alliance,129,Michael,What?,
1,4,The Alliance,129,Oscar,Donate to the charity?,
1,4,The Alliance,129,Michael,"Oh, God. Of course I would. Get it over here. Get that over here.",
1,4,The Alliance,129,Oscar,Thank you.,
1,4,The Alliance,129,Michael,"No, I'm always good... for some serious buckage. Wow. Two dollars, three dollars? People out here do not care about diseases. I am going to give you... $25.",
1,4,The Alliance,129,Oscar,That's... that's... that's very generous.,
1,4,The Alliance,129,Michael,"Oh, my gosh, well... Listen, Oscar, generosity and togetherness and community all convalescences into... morale. That's what I say, so...",
1,4,The Alliance,130,Pam," Hey, Jim, can I talk to you for a second?",
1,4,The Alliance,130,Jim,"Sure, what's up?",
1,4,The Alliance,130,Pam,"Um, I don't know, I'm just like, I'm going a little crazy 'cause I keep overhearing all these conversations between Michael and corporate about like, staff issues?",
1,4,The Alliance,130,Jim,Oh no?,
1,4,The Alliance,130,Pam,"Yeah, he's making me take notes on these meetings and I'm, like, ""These people are my friends."" But he's all like, ""This is confidential. You can't tell anybody."" But I just feel like I want to... aaah. Just promise me you're not gonna say anything.",
1,4,The Alliance,130,Jim,"No, will not, I'm not going to tell anybody. This is between you and me.",
1,4,The Alliance,130,Pam,"OK, yeah.",
1,4,The Alliance,130,Dwight,Jackpot.,
1,4,The Alliance,131,Jim,That was beautiful. All her idea too. Awesome. She is so great.,
1,4,The Alliance,132,Michael," Meredith, bad breath. Meredith has bad breath.",
1,4,The Alliance,132,Dwight,"Hey, you wanted to see me?",
1,4,The Alliance,132,Michael,Yeah. What do you know about Meredith?,
1,4,The Alliance,132,Dwight,I don't think she'd be missed.,
1,4,The Alliance,132,Michael,"There's not going to be downsizing Dwight, OK? I just, I need to know a little bit more about my friend.",
1,4,The Alliance,132,Dwight,"Name, Meredith Palmer. Uh, personal information, divorced twice, two kids. Uh, Employer, Dunder Mifflin Paper Incorporated. Awards, multiple Dundies.",
1,4,The Alliance,132,Michael,"I know all that. I know all that. I just, I need something kind of embarrassing, you know. Kind of fun, inside.",
1,4,The Alliance,132,Dwight,She had a hysterectomy.,
1,4,The Alliance,132,Michael, Which one is that again?,
1,4,The Alliance,132,Dwight,That's where they remove the uterus.,
1,4,The Alliance,132,Michael,"Oh God! Dwight, no. I'm trying to write something funny. What am I going to do with a removed uterus?",
1,4,The Alliance,132,Dwight,It could be kind of funny.,
1,4,The Alliance,132,Michael,"You know what, I am on a deadline here, and just... OK. Thanks, thanks for your help. I'll work it out. Thank you Dwight. That was a waste of time.",
1,4,The Alliance,133,Jim,"OK, here's the deal. All right? Pam says that one of the alliances is meeting in the warehouse during Meredith's birthday.",
1,4,The Alliance,133,Dwight,"Oh my God, we have to be there.",
1,4,The Alliance,133,Jim,"I know, but it's gonna be a little tough because there's no good place to hide there.",
1,4,The Alliance,133,Dwight,"No no, yes there is. Behind the shelves. Oh my God.",
1,4,The Alliance,133,Jim,What? What?,
1,4,The Alliance,133,Dwight,I know. I know exactly what to do.,
1,4,The Alliance,133,Jim, Great.,
1,4,The Alliance,134,Dwight,"I'm a deer hunter. I go all the time with my dad. One thing about deer, they have very good vision. One thing about me, I am better at hiding than they are... at vision.",
1,4,The Alliance,135,Dwight,"This is going to be perfect, OK? Centrally located. Perfect cover. I can hear and see everything.",
1,4,The Alliance,135,Jim,Good.,
1,4,The Alliance,136,Ryan,Michael? Are you done yet?,
1,4,The Alliance,136,Michael,"Almost there. Just a sec. Just a second. It is perfect, thank you. Excellent, here we go. It is time, thank you. OK, come on. Let's go! Get the cake. Here we go. Come on! Shhh. Be quiet.",
1,4,The Alliance,137,Jim,"Wait, this isn't gonna work. The lid's open.",
1,4,The Alliance,137,Dwight,So tape it down.,
1,4,The Alliance,137,Jim,I can't do that. You won't be able to breathe.,
1,4,The Alliance,137,Dwight,"Look, I can breathe just fine. OK, but if it makes you feel better, I'll poke holes in the box.",
1,4,The Alliance,137,Jim,"Thank you, thank you. OK.",
1,4,The Alliance,138,Everybody,Surprise!,
1,4,The Alliance,138,Meredith,Oh! Surprise.,
1,4,The Alliance,138,Angela,"No, it's ah...",
1,4,The Alliance,138,Michael,"It's surprise Meredith. One, two...",
1,4,The Alliance,138,Everybody, Happy birthday to you.,
1,4,The Alliance,138,Michael,Find a key.,
1,4,The Alliance,138,Everybody,Happy birthday...,
1,4,The Alliance,139,Jim,"So do you want me to stay here and, you know, stand next to the box?",
1,4,The Alliance,139,Dwight,"No, you need to go upstairs to the party so people don't notice we're both gone.",
1,4,The Alliance,139,Jim,Right... That's good.,
1,4,The Alliance,140,Dwight,"Can I trust Jim? I don't know. Do I have a choice? No, frankly, I don't. Will I trust Jim? Yes. Should I trust Jim? You tell me.",
1,4,The Alliance,141,Everybody," ... birthday, dear Meredith Happy birthday to you...",
1,4,The Alliance,141,Michael,And many more!,
1,4,The Alliance,142,Stanley,"Last year, five years ago...",
1,4,The Alliance,142,Michael,"You were surprised, weren't you?",
1,4,The Alliance,142,Meredith,Yes.,
1,4,The Alliance,142,Michael,"You looked freaked, man. We said ""Surprise."" You were, like, ""What?"" ""What the hell's goin' on here?"" Good cake. Why don't you have some?",
1,4,The Alliance,142,Meredith,"Uh, I can't. Um...",
1,4,The Alliance,142,Michael,Come on. A little bit.,
1,4,The Alliance,142,Meredith,I can't eat dairy.,
1,4,The Alliance,142,Michael,"Oh, right. God, too bad. It's so good.",
1,4,The Alliance,142,Meredith,"Yeah, it makes me sick.",
1,4,The Alliance,142,Michael,"You know what? If I were allergic to dairy, I think I'd kill myself. 'Cause this is way, way too good.",
1,4,The Alliance,143,Pam,He's in a box?,
1,4,The Alliance,143,Jim,"Pam, he's in a box. He's downstairs, in a box, on the floor, near the shelves. I'm serious. Go down there and work your magic.",
1,4,The Alliance,144,Pam," Hey where are you? Yeah, we were supposed to meet here. What? Oh my gosh! That ties in perfectly with something that Michael was telling me earlier! I just don't know what some of the people in, like, accounting are going to do? It said specifically that...",
1,4,The Alliance,144,Dwight, Oh.,
1,4,The Alliance,145,Michael,"Jim, good party, huh? Just a little something I whipped up. You know, a little morale boost. No big deal.",
1,4,The Alliance,145,Jim,"Speaking of which, I meant to tell you. Very impressive, the uh, donation you gave to Oscar's charity. What was it? 25 bucks?",
1,4,The Alliance,145,Michael,"Well, you know, money isn't everything Jim. It's not the key to happiness. You know what is? Joy. You should remember that. Maybe you'll give more than three dollars next time.",
1,4,The Alliance,145,Jim,"Yeah, well, three dollars a mile. It's gonna end up being like 50 bucks. So... God, I can't even calculate what you're gonna have to give.",
1,4,The Alliance,145,Michael,Is Oscar around?,
1,4,The Alliance,146,Michael,"I just thought it was kind of a flat, you know... 25 dollar, one-time donation. I didn't think it was per mile kinda deal. You know, so...",
1,4,The Alliance,146,Oscar,"Well, that's what a walk-a-thon is.",
1,4,The Alliance,146,Michael,I know...,
1,4,The Alliance,146,Oscar,"It says it right on the sheet. Look, look at the sheet. It says, ""However many dollars per mile.""",
1,4,The Alliance,146,Michael,Right. Got it. Yes. So it does. Um...,
1,4,The Alliance,146,Oscar,I just think it's kind of cheap to un-donate money to a charity.,
1,4,The Alliance,146,Michael,"No, no, no, no, no. That wasn't what I wasn't, that wasn't... No. It-it-it's not about the money. It's just... it... it's the ethics of the thing, Oscar. How's your nephew? Is he in good shape?",
1,4,The Alliance,146,Oscar,Yeah.,
1,4,The Alliance,146,Michael,How many miles did he do last year?,
1,4,The Alliance,146,Oscar,"Last year, he walked 18 miles.",
1,4,The Alliance,146,Michael,Son of a bitch. That is impressive.,
1,4,The Alliance,147,Pam,Happy Birthday. ,
1,4,The Alliance,147,Michael,Read it out loud. And say who wrote everything so we know whose is the best.,
1,4,The Alliance,147,Meredith,"""Happy Bird-day"" Um... ""Meredith, good news. You're not actually a year older because you work here, where time stands still.""",
1,4,The Alliance,147,Michael, I don't know about that.,
1,4,The Alliance,147,Meredith,"That was Stanley. ""Meredith, happy birthday, you're the best. Love, Pam.""",
1,4,The Alliance,147,Michael," Huh! Thanks, downer.",
1,4,The Alliance,147,Meredith,"This is from Michael. ""Meredith, let's hope the only downsizing that happens to you is that someone downsizes your age.""",
1,4,The Alliance,147,Michael,Because of the downsizing. Rumors. And because you're gettin' old.,
1,4,The Alliance,147,Meredith,"No, I... I get it. It's funny.",
1,4,The Alliance,147,Michael," You didn't get the joke. So, that's cool. That's, you know what? Actually... I have a bunch of these, good ones, that I didn't use. Um... Oh, where's that? Oh, OK, here's a good one. Um... ""Hey Meredith, Liz Taylor called, she wants her age back and her divorces back."" 'Cause Meredith's been divorced like, twice. Is that right?",
1,4,The Alliance,147,Meredith,You're right. You're right. Yes.,
1,4,The Alliance,147,Michael,"Divorce. Um... OK, ""Meredith is so old...""",
1,4,The Alliance,147,Oscar,How old is she?,
1,4,The Alliance,147,Michael,"Everybody? If... could do it? ""Meredith is so old...""",
1,4,The Alliance,147,Everybody,How old is she?,
1,4,The Alliance,147,Michael,"""She's so old, she went into an antique store and they kept her.""",
1,4,The Alliance,147,Michael,"That wasn't even mine. I got that off the Internet. Website. Um, don't get mad at me.",
1,4,The Alliance,147,Oscar,"Uh, nice party Michael.",
1,4,The Alliance,147,Michael,"This isn't my fault. Ladies, not your best effort. The streamers? I think we could have done better than that.",
1,4,The Alliance,147,Angela,"Phyllis wanted red, I didn't.",
1,4,The Alliance,147,Phyllis,"Oh, boy... You...",
1,4,The Alliance,147,Michael,"OK, we... all right. People, hold on, hold on. Just a second. OK, I think we're losing sight of what is really important here. And that is that we are... a group of people... who work together. I was... I really wasn't gonna flaunt this. I have made a very sizable donation to Oscar's nephew's... walkathon. $25.",
1,4,The Alliance,147,Oscar,Per mile.,
1,4,The Alliance,147,Michael,"Per mile, yes.",
1,4,The Alliance,148,Michael,"When I retire, I... don't want to just disappear to an island somewhere. I wanna be the guy who gives everything back.",
1,4,The Alliance,149,Michael,"A check for the kids, and for the team.",
1,4,The Alliance,150,Michael,"I want it to be like... ""Hey, who donated that hospital wing that is saving so many lives?"" ""Um, well, I don't, I don't know. It was anonymous."" ""Well, guess what,  that was Michael Scott."" ""But it was anonymous, how do you know?"" ""Because I'm him.""",
1,4,The Alliance,151,Oscar,"Thank you, Michael.",
1,4,The Alliance,151,Michael,"Come here.  Don't cash that till Friday, OK?",
1,4,The Alliance,152,Toby,Really? Today?,
1,4,The Alliance,152,Ryan,Yeah.,
1,4,The Alliance,152,Toby,"Oh, Happy Birthday.",
1,4,The Alliance,152,Ryan,Thanks.,
1,4,The Alliance,152,Toby,"Yeah, I could say something.",
1,4,The Alliance,152,Ryan,"No, don't. Don't do that.",
1,4,The Alliance,153,Jim,"OK, OK. I have something that totally tops the box.",
1,4,The Alliance,153,Pam,"Oh, tell me, tell me.",
1,4,The Alliance,153,Jim,OK. I have just convinced Dwight that he needs to go to Stamford and... ... spy on our other branch. No no no.,
1,4,The Alliance,153,Jim,"But before he does so, I told him that he should dye his hair to go undercover.",
1,4,The Alliance,153,Pam, That's perfect!,
1,4,The Alliance,153,Jim,If we can get him to drive to Connecticut... and put peroxide in his hair...,
1,4,The Alliance,153,Roy, What the hell is this? What are you trying to cop a feel or something? Huh Halpert?,
1,4,The Alliance,153,Jim,"No, no, dude, no.",
1,4,The Alliance,153,Pam,"Hey, Hey!",
1,4,The Alliance,153,Jim,"No, dude, no, I was just, listen! Whoa.",
1,4,The Alliance,153,Pam,Come on.,
1,4,The Alliance,153,Jim,"God, I don't even, I don't even know how to explain this. Uh, um... Dwight, uh, asked me to be in an alliance. And then um... um... we were... we've just been messing with him. Uh, because of the whole alliance thing. Um...",
1,4,The Alliance,153,Pam,It's just office pranks.,
1,4,The Alliance,153,Jim,"It's stupid. It's, it's just office pranks.",
1,4,The Alliance,153,Roy, An alliance? What the hell is he talking about?,
1,4,The Alliance,153,Dwight,I have absolutely no idea.,
1,4,The Alliance,153,Roy,Come on.,
1,4,The Alliance,154,Dwight,"Do I feel bad about betraying Jim? Not at all. That's the game. Convince him we're in an alliance, get some information, throw him to the wolves.",
1,4,The Alliance,154,Dwight," That's politics baby. Get what you can out of someone, then crush them. I think Jim might have learned a very valuable lesson.",
1,5,Basketball,155,Michael," Hey, you ready?",
1,5,Basketball,155,Michael,"All right, all right, secret sign. Hey, Ryan.  Very good. Excellent, excellent.",
1,5,Basketball,155,Dwight,Michael!,
1,5,Basketball,156,Michael,"Today at lunchtime we're going to be playing the warehouse staff at a friendly little game of basketball. My idea. Last time I was down there, I noticed they'd put up a couple of hoops, and I play basketball every weekend. So I thought, ""This might be kinda fun."" And so I started messing around and... I'm sinking a few, you know. Swish, swish, swish. Nothing but net. And their jaws just dropped to the floor. African-Americans! So... you know, it's really just a good friendly game, a reason to get together.",
1,5,Basketball,157,Michael,"Pam, Pam, thank you ma'am. Messages, please. Thank you.",
1,5,Basketball,157,Dwight,"Michael, can I talk to you, please? Privately? In your office? I think I should be on the team.",
1,5,Basketball,157,Michael,"No. And that's not me being mean, Dwight. That is based on your past behavior.",
1,5,Basketball,157,Dwight,"Oh, please.",
1,5,Basketball,157,Michael, When I let him come to my pick-up game...,
1,5,Basketball,157,Dwight,I apologized for that.,
1,5,Basketball,157,Michael, I vouched for you.,
1,5,Basketball,157,Dwight,"Michael, I...",
1,5,Basketball,157,Michael,"I vouched for you in front of Todd Packer, Dwight. All right, here's what I'm going to do. The hand strikes and gives a flower. You are not going to play basketball. But I need somebody to come in and take over the holiday and weekend work calendar.",
1,5,Basketball,157,Dwight,I can handle that.,
1,5,Basketball,157,Michael,"Good. Excellent, it'll be fun. Because corporate, uh, wants someone to be here on Saturday. And so we're going to have to have some people come in on the weekend, and I know nobody's gonna want to do it and I know everybody's gonna complain and bitch and I don't want to have to deal with that.",
1,5,Basketball,157,Dwight,And that's why you have an assistant regional manager.,
1,5,Basketball,157,Michael,Yes it is. Assistant to the regional manager.,
1,5,Basketball,157,Dwight, Same thing.,
1,5,Basketball,157,Michael,"No, it's not. It's lower, so...",
1,5,Basketball,157,Dwight,It's close.,
1,5,Basketball,158,Dwight,"So we need someone to work this Saturday and I think that, that should be...Jim.",
1,5,Basketball,158,Jim,"God, this is so sad. This is the smallest amount of power I've ever seen go to someone's head. Phyllis, can you believe this?",
1,5,Basketball,158,Phyllis,Keep me out of it.,
1,5,Basketball,159,Pam,"My fiance has plans for us this Saturday. So I really hope that Dwight doesn't make me work. Maybe I should sleep with him? I'm kidding, kidding. Totally kidding.",
1,5,Basketball,160,Michael,"All right, managing by walking around. This is our warehouse. Or, as I like to call it, the whorehouse. But don't you call it that, I've earned the right.",
1,5,Basketball,160,Ryan,"Fine, don't worry about that.",
1,5,Basketball,160,Michael,"And here we have ""Mister Roger's Neighborhood."" Come on over here. Hey, this is Ryan. He's temping upstairs.",
1,5,Basketball,160,Lonny,What's up?,
1,5,Basketball,160,Michael,And this is the foreman. Mista Ra-jahs.,
1,5,Basketball,160,Darryl,It's not my real name.,
1,5,Basketball,160,Michael,"No, it's Darryl. Darryl is Mista Ra-jahs.",
1,5,Basketball,160,Ryan,Darryl Rogers?,
1,5,Basketball,160,Darryl,"Darryl Philbin. Then Regis, then Rege, then Roger, then Mister Rogers.",
1,5,Basketball,160,Michael," And that is Lonny. And this is Roy. Roy dates Pam. You know, the uh, the best looking one upstairs.",
1,5,Basketball,160,Ryan,"Yeah, yeah.",
1,5,Basketball,160,Michael,"You still getting it regular man? Huh? I mean, I can tell her it's part of the job! Rapport!",
1,5,Basketball,161,Pam," No, no, I know that the warranty's expired, but isn't it supposed to last longer than two years if it isn't defective? OK, fine, three years.",
1,5,Basketball,162,Jim,"Pam gets a little down. Her toaster oven broke. Um, which she got at her engagement shower. Um, for a wedding that still has yet to be set... and that was three years ago.",
1,5,Basketball,163,Michael,"So, um, one o'clock sharp and we've got a game on.",
1,5,Basketball,163,Darryl,We're loading at one.,
1,5,Basketball,163,Michael,"Oh, I see, you're chickening out on me. You're bailing on me.",
1,5,Basketball,163,Darryl,"No, we got a truck going out at 1:15. So, that's the busy time.",
1,5,Basketball,163,Michael,"Oh, well, I'm glad that some time is a busy time because whenever I'm down here it doesn't seem too busy to me. Oh, oh. You can dish it out, but you can't take it. OK, fine, have it your way. ",
1,5,Basketball,163,Darryl,"All right, fine, you know what? One o'clock.",
1,5,Basketball,163,Michael,"All right, see you at one.",
1,5,Basketball,164,Michael,Are we ready for the game?,
1,5,Basketball,164,Everybody, Yeah.,
1,5,Basketball,164,Michael,"I... yeah, yeah. I know, grumble, grumble. But you would follow me to the ends of the earth, grumbling all the way. Like that, uh, dwarf from Lord of the Rings.",
1,5,Basketball,164,Dwight,Gimli.,
1,5,Basketball,164,Michael,Nerd. That is why you're not on the team.,
1,5,Basketball,164,Dwight,Just trying to be helpful.,
1,5,Basketball,164,Michael,"Uh,  ""I'll help, Elwyn Dragonslayer, uh, ten points, power sword.""",
1,5,Basketball,164,Jim,That's him.,
1,5,Basketball,164,Michael,"OK, so, let's put together a starting line-up, shall we? Stanley of course.",
1,5,Basketball,164,Stanley,I'm sorry?,
1,5,Basketball,164,Michael,"Um, what do you play? Center?",
1,5,Basketball,164,Stanley,"Why ""of course""?",
1,5,Basketball,164,Michael,Uh...,
1,5,Basketball,164,Stanley,What's that supposed to mean?,
1,5,Basketball,164,Michael,"Uh, I don't know. I don't remember saying that.",
1,5,Basketball,164,Jim,"Uh, I heard it.",
1,5,Basketball,164,Michael,"Well, people hear a lot of things, man. Um... other starters... Me, of course. I heard it that time.",
1,5,Basketball,164,Phyllis,I'd like to play if it's just for fun. I played basketball in school.,
1,5,Basketball,164,Michael," Um... Yeah. Who else? We have Jim. We have Ryan, the new guy, right? Untested. Willing to prove himself now. A lot of passion, a lot of heart.",
1,5,Basketball,164,Ryan,"But, I'm getting paid to skip lunch?",
1,5,Basketball,164,Michael,Yes.,
1,5,Basketball,164,Ryan,OK.,
1,5,Basketball,164,Michael,"Yes, this is business. The, uh, business of team building and morale boosting. Uh, who else?",
1,5,Basketball,164,Oscar,"I can help out, if you need me.",
1,5,Basketball,164,Michael,"I will use your talents come baseball season, my friend. Or if we box.",
1,5,Basketball,164,Kevin,I have a hoop in my driveway.,
1,5,Basketball,164,Michael,No.,
1,5,Basketball,164,Phyllis,I have a sports bra.,
1,5,Basketball,164,Michael,"No, no, ridiculous.",
1,5,Basketball,164,Dwight,"Michael, look.  Missed it...",
1,5,Basketball,164,Michael,"Close. All right, uh... Me, Stan the man, Jim, Ryan and Dwight.",
1,5,Basketball,164,Dwight,Yes!,
1,5,Basketball,164,Michael,Sorry Phyllis.,
1,5,Basketball,164,Dwight,Can I be team captain?,
1,5,Basketball,164,Michael,"No, I'm team captain.",
1,5,Basketball,164,Dwight,Can I be team manager?,
1,5,Basketball,164,Michael,"No, I am the team manager. You can be assistant to the team manager.",
1,5,Basketball,164,Dwight,Assistant team manager?,
1,5,Basketball,164,Michael,No.,
1,5,Basketball,164,Dwight,"OK, we'll see who's working this weekend then.",
1,5,Basketball,164,Michael,"Jim, you're in charge of the vacation schedule now.",
1,5,Basketball,164,Jim,Oh my God.,
1,5,Basketball,164,Michael,Threat neutralized.,
1,5,Basketball,165,Michael, Off the backboard!,
1,5,Basketball,165,Pam,Please don't throw garbage at me.,
1,5,Basketball,165,Michael,"Oh, Pam with a zinger. Hey, Pam, how would you, like to be our cheerleader today? You know, some, ah, pigtails? A little, ah, halter top, you could tie that up. And you know, something a little, just, youthful, for a change. Just this once?",
1,5,Basketball,165,Pam,"I don't think so Michael. Besides, I can't cheer against my fiance.",
1,5,Basketball,165,Jim,"I'll do it. Wear a little flouncey skirt if you want, and...",
1,5,Basketball,165,Michael,"Yeah, I bet you would. Just try not to be too gay on the court. And by gay I mean, um, you know, not in a homosexual way at all. I mean the uh, you know, like the bad-at-sports way. I think that goes without saying.",
1,5,Basketball,165,Pam,Maybe Angela would cheerlead.,
1,5,Basketball,165,Michael,"Oh, yeah right.",
1,5,Basketball,165,Phyllis,I'll do it.,
1,5,Basketball,165,Michael,"Oh, yuck, that's worse than you playing. ... 'Cause we need you as an alternate in case somebody gets hurt. That's where we need you. Blessed be those who sit and wait. You made it, suit up, you're on the team! All right, cool! Very good.",
1,5,Basketball,166,Michael,"Oh-oh. Oh-oh. A spy from the warehouse. Trying to figure out our plays, huh, man?",
1,5,Basketball,166,Darryl,Just getting a tea bag.,
1,5,Basketball,166,Michael,"Oh ho, oh, he's running. He's running. He's running, but he can't hide because you know what? One o'clock, you better bring your 'A' game. Because me, and my, posse guys are gonna be in your face. Right in your face!",
1,5,Basketball,166,Darryl,Why don't we make it more interesting? Loser buys dinner at Farley's.,
1,5,Basketball,166,Michael,"Whoa-ho. I like the way you think. You know what, I'm gonna take that one step further. Loser, works, on Saturday.",
1,5,Basketball,166,Darryl,"No, that's not as much fun. You know what?",
1,5,Basketball,166,Michael,What?,
1,5,Basketball,166,Darryl,You're on.,
1,5,Basketball,166,Michael,"OK. Cool, you're on.  Don't screw this up.",
1,5,Basketball,167,Michael," Classic beginner's mistake, eating before a game.",
1,5,Basketball,168,Angela,"Has anyone seen the first-aid kit?  How many times have I told you? I'm the safety officer, not you.",
1,5,Basketball,169,Jim,"Basketball? It was kind of my thing in high school. And I'm, yeah, I'm looking forward to playing. You know, I think I'm gonna impress a few people in here.",
1,5,Basketball,170,Jim,You coming down?,
1,5,Basketball,170,Pam,"Yeah, I'm just forwarding the phones.",
1,5,Basketball,170,Jim,You gonna wish me luck?,
1,5,Basketball,170,Pam,"Yeah, you're gonna need it.",
1,5,Basketball,170,Jim,Whoa.,
1,5,Basketball,170,Jim,Is that trash talk from Pam?,
1,5,Basketball,170,Pam," I'm just saying, Roy is very competitive.",
1,5,Basketball,170,Jim,Oh.,
1,5,Basketball,170,Pam,And he wants to take the WaveRunners to the lake this Saturday so...,
1,5,Basketball,170,Jim,"Well, I'm going to the outlet mall on Saturday, so if you wanna save big on brand names and Roy has to work, which he will, because I'm also competitive, you should feel free to come along.",
1,5,Basketball,170,Pam,"Um, I think I'm gonna be up at the lake.",
1,5,Basketball,170,Jim,I think I'll see you at the mall. Yeah.,
1,5,Basketball,171,Michael,"Hey, there he is! Secret weapon! All right, guys, come on, let's bring it in! Here we go! OK, listen, this is just going to be a friendly game, right? We are all on the same team here, the Dunder Mifflin team. Of course, if you beat us, you're fired. That's a joke. OK, let's do it.",
1,5,Basketball,171,Jim,Have a good game man.,
1,5,Basketball,171,Roy,"Yeah, you too. Should be fun.",
1,5,Basketball,171,Michael,"All right, everybody stretch out a little bit. Stretch it. Full stretch. Ryan, you wanna stretch?",
1,5,Basketball,171,Ryan,I stretched before I came.,
1,5,Basketball,171,Michael,OK.,
1,5,Basketball,172,Michael,"OK, Ryan, you have Darryl. I have Roy.",
1,5,Basketball,172,Jim,Really? I thought I'd take Roy.,
1,5,Basketball,172,Michael,"Actually, I think Roy is their best player not Lonny. So, Dwight, you uh, have the East German gal. Uh, who else we got... Um...OK, all right, you guys.",
1,5,Basketball,172,Dwight," OK, we'll be skins!",
1,5,Basketball,172,Michael,"Aw, come on Dwight.",
1,5,Basketball,172,Dwight,What? Shirts on or off?,
1,5,Basketball,172,Michael,On. Just put it on.,
1,5,Basketball,172,Dwight,You sure?,
1,5,Basketball,172,Michael,"Yes. Uh, Pam? You kind of have your foot in both camps, why don't you do the uh, jump ball OK?",
1,5,Basketball,172,Roy,"Don't listen to him Pam. Trust me, tip it my way or you're sleeping in the car.",
1,5,Basketball,172,Michael,Stanley! What? You gotta be kidding me! !?!  Oh... Here we go!  Who's on him? Somebody get him!,
1,5,Basketball,172,Teammates,Yeah!,
1,5,Basketball,172,Roy,That's what I'm talking about.,
1,5,Basketball,172,Michael,"Yeah, yeah, yeah. Over here, over here.  Here we go. Three!  Let's go to the zone! We're going to zone!",
1,5,Basketball,172,Dwight,De-fense!   De-fense! ,
1,5,Basketball,172,Michael and Dwight,De-fense! De-fense!,
1,5,Basketball,172,Warehouse worker, Well done team.,
1,5,Basketball,172,Michael,Who's got Roy? ,
1,5,Basketball,172,Pam,Woo!,
1,5,Basketball,173,Michael," Aw, come on! What is wrong with me today!? Usually hit those.  Dwight, I was open. All right, let's go.",
1,5,Basketball,174,Michael," OK, foul. Charging. Charging. That's a foul.",
1,5,Basketball,174,Roy,OK.,
1,5,Basketball,174,Michael,"OK, I'll take it.  OK.",
1,5,Basketball,175,Michael,"When I am playing hoops all of the stress and responsibility of my job here just melts away. It's gone, I'm in the zone.",
1,5,Basketball,176,Michael, What is wrong with me today?!,
1,5,Basketball,177,Michael,"Who am I? Am I Michael Scott? I don't know... I might just be a basketball machine. What's Dunder Mifflin? I've never heard of it. Filing? Paperwork? Who cares? Possible downsizing? Um... well, that's probably gonna happen, actually.",
1,5,Basketball,178,Michael,"Jim! Jim! Jim, right here, Jim! Give me the ball! Ryan, cut!  Whoa!",
1,5,Basketball,178,Jim,My bad.,
1,5,Basketball,178,Darryl, Here we go. Here we go. Here we go.,
1,5,Basketball,178,Lonny, Where you at? Where you at? You over there? I'm over there.,
1,5,Basketball,178,Michael,That is cool. Is that like the Robot?,
1,5,Basketball,179,Michael, Nice! Come here! ,
1,5,Basketball,179,Ryan,"Can we just do one? That's cool, that's fine.",
1,5,Basketball,179,Darryl,You have one more free throw shoot. Come on.,
1,5,Basketball,179,Roy,"All right, let's go.",
1,5,Basketball,180,Warehouse worker,Watch your back Madge.,
1,5,Basketball,180,Madge,Hey! Come on man!,
1,5,Basketball,180,Michael,"Come on! Hey, Dwight. Dwight!",
1,5,Basketball,180,Dwight, Yeah!  In your face!,
1,5,Basketball,180,Madge,"Yeah, like that counts.",
1,5,Basketball,180,Michael,"You know what? Dwight, Dwight...",
