season,episode,name,lines,,,,
6,7,Jim,58,,,,
6,7,Pam,58,,,,
6,7,Michael,83,,,,
6,7,Dwight,30,,,,
6,7,Meredith,4,,,,
6,7,Toby,15,,,,
6,7,Andy,9,,,,
6,7,Various,1,,,,
6,7,Angela,5,,,,
6,7,Oscar,6,,,,
6,7,Phyllis,2,,,,
6,7,Creed,1,,,,
6,7,Ryan,8,,,,
6,7,Stanley,1,,,,
6,8,Michael,85,,,,
6,8,Kids,2,,,,
6,8,Jim,49,,,,
6,8,Darryl,7,,,,
6,8,Angela,10,,,,
6,8,Kelly,2,,,,
6,8,Creed,3,,,,
6,8,Ryan,1,,,,
6,8,Meredith,8,,,,
6,8,Dwight,14,,,,
6,8,Erin,17,,,,
6,8,Pam,39,,,,
6,8,Andy,37,,,,
6,8,Phyllis,9,,,,
6,8,Secretary,2,,,,
6,8,Stanley,3,,,,
6,8,Oscar,11,,,,
6,8,Kevin,10,,,,
6,8,Customer,4,,,,
6,8,Keena Gifford,6,,,,
6,9,Dwight,50,,,,
6,9,Stanley,1,,,,
6,9,Andy,28,,,,
6,9,Phyllis,2,,,,
6,9,Michael,114,,,,
6,9,Pam,70,,,,
6,9,Erin,3,,,,
6,9,Ryan,8,,,,
6,9,Helene,37,,,,
6,9,Angela,2,,,,
6,9,Kevin,6,,,,
6,9,Kelly,5,,,,
6,9,Jim,26,,,,
6,9,Creed,2,,,,
6,9,Hostess,1,,,,
6,9,Oscar,3,,,,
6,9,Michel,1,,,,
6,9,Toby,7,,,,
6,9,Meredith,1,,,,
6,10,Dwight,30,,,,
6,10,Jim,47,,,,
6,10,Kevin,11,,,,
6,10,Michael,67,,,,
6,10,Andy,24,,,,
6,10,Erin,15,,,,
6,10,Pam,12,,,,
6,10,Oscar,8,,,,
6,10,Phyllis,5,,,,
6,10,Stanley,6,,,,
6,10,David Wallace's Secretary,2,,,,
6,10,Kelly,1,,,,
6,10,Meredith,4,,,,
6,10,Voice on CD player,2,,,,
6,10,Angela,6,,,,
6,10,Ryan,1,,,,
6,10,Creed,2,,,,
6,10,David,4,,,,
6,11,Oscar,18,,,,
6,11,Dwight,26,,,,
6,11,Jim,37,,,,
6,11,Pam,12,,,,
6,11,Stanley,4,,,,
6,11,Andy,14,,,,
6,11,Michael,70,,,,
6,11,Meredith,1,,,,
6,11,Phyllis,7,,,,
6,11,Kevin,4,,,,
6,11,Erin,3,,,,
6,11,Limo Driver,2,,,,
6,11,Jim & Pam,1,,,,
6,11,Ryan,18,,,,
6,11,Laurie,5,,,,
6,11,David,14,,,,
6,11,Alan,12,,,,
6,11,Registrar,1,,,,
6,11,Security,2,,,,
6,11,Woman in line,3,,,,
6,11,Man in line,1,,,,
6,11,Shareholder,1,,,,
6,11,Female Shareholder,1,,,,
6,11,Second Shareholder,1,,,,
6,11,Creed,1,,,,
6,11,Third Shareholder,1,,,,
6,11,Fourth Shareholder,1,,,,
6,11,O'Keefe,5,,,,
6,12,Andy,22,,,,
6,12,Michael,68,,,,
6,12,Jim,38,,,,
6,12,Erin,21,,,,
6,12,Dwight,36,,,,
6,12,Pam,14,,,,
6,12,Phyllis,4,,,,
6,12,Stanley,2,,,,
6,12,Mikela,9,,,,
6,12,Students,3,,,,
6,12,Teacher,4,,,,
6,12,Lefevre,11,,,,
6,12,Kevin,6,,,,
6,12,Oscar,2,,,,
6,12,Everyone,1,,,,
6,12,Angela,3,,,,
6,12,Zion,1,,,,
6,12,Creed,1,,,,
6,12,Deliveryman,1,,,,
6,12,Kelly,1,,,,
6,12,Stephanie,2,,,,
6,12,David Wallace,1,,,,
6,12,David,8,,,,
6,12,Michael and Erin,1,,,,
6,12,Ryan,4,,,,
6,13,Dwight,37,,,,
6,13,Jim,39,,,,
6,13,Everyone,1,,,,
6,13,Oscar,13,,,,
6,13,Ryan,8,,,,
6,13,Meredith,3,,,,
6,13,Phyllis,27,,,,
6,13,Pam,16,,,,
6,13,Andy,16,,,,
6,13,Stanley,5,,,,
6,13,Erin,11,,,,
6,13,Kelly,3,,,,
6,13,Kevin,13,,,,
6,13,Creed,2,,,,
6,13,Michael,95,,,,
6,13,Group,2,,,,
6,13,Daryl,3,,,,
6,13,Office,1,,,,
6,13,Toby,6,,,,
6,13,Kelly and Erin,1,,,,
6,13,Matt,4,,,,
6,13,Angela,6,,,,
6,13,David,19,,,,
6,13,Stephanie,1,,,,
6,13,Bob Vance,1,,,,
6,13,Bob,1,,,,
6,14,Michael,44,,,,
6,14,Eric,26,,,,
6,14,Computron,10,,,,
6,14,Andy,1,,,,
6,14,Pam,5,,,,
6,14,Fake Stanley,1,,,,
6,14,Ryan,1,,,,
6,14,Dwight,17,,,,
6,14,Toby,18,,,,
6,14,Kevin,2,,,,
6,14,Angela,2,,,,
6,14,Both,4,,,,
6,15,Michael,82,,,,
6,15,Erin,6,,,,
6,15,Oscar,5,,,,
6,15,Dwight,9,,,,
6,15,Pam,25,,,,
6,15,Creed,1,,,,
6,15,Gabe,18,,,,
6,15,Jim,26,,,,
6,15,Andy,10,,,,
6,15,Andy & Erin,2,,,,
6,15,Christian Slater,1,,,,
6,15,Jo Bennett,1,,,,
6,15,Meredith,2,,,,
6,15,Angela,2,,,,
6,15,Stanley,1,,,,
6,15,Toby,2,,,,
6,15,Jo,8,,,,
6,15,Jerry,14,,,,
6,15,David,34,,,,
6,15,Teddy Wallace,1,,,,
6,15,Mrs. Wallace,3,,,,
6,15,Everyone,1,,,,
6,15,Phyllis,1,,,,
6,15,Kevin,1,,,,
6,15,All,1,,,,
6,15,Teddy,6,,,,
6,15,Both,1,,,,
6,16,Hotel Employee,9,,,,
6,16,Michael,68,,,,
6,16,Dwight,38,,,,
6,16,Michael and Dwight,1,,,,
6,16,Gabe,5,,,,
6,16,Jo,33,,,,
6,16,Andy,24,,,,
6,16,Kevin,5,,,,
6,16,Angela,1,,,,
6,16,Meredith,4,,,,
6,16,Jim,33,,,,
6,16,Erin,23,,,,
6,16,Kelly,11,,,,
6,16,Pam,5,,,,
6,16,Oscar,6,,,,
6,16,Ryan,19,,,,
6,16,Nick,5,,,,
6,16,Phyllis,4,,,,
6,17,Pam,126,,,,
6,17,Dwight,47,,,,
6,17,Jim,133,,,,
6,17,Kevin,29,,,,
6,17,Meredith,6,,,,
6,17,Michael,117,,,,
6,17,Erin,35,,,,
6,17,Nick,2,,,,
6,17,Angela,19,,,,
6,17,Kelly,3,,,,
6,17,Andy,25,,,,
6,17,Stanley,3,,,,
6,17,Phyllis,6,,,,
6,17,Ryan,2,,,,
6,17,Oscar,3,,,,
6,17,Dwight, Jim and Michael,1,,,
6,17,Creed,1,,,,
6,17,Toby,1,,,,
6,17,Policeman,2,,,,
6,17,Hospital employee,8,,,,
6,17,Nurse,19,,,,
6,17,Doctor,3,,,,
6,17,Everyone,1,,,,
6,17,(Pam's mom) Heleen,1,,,,
6,17,Helene,5,,,,
6,17,Kathy,3,,,,
6,17,Dale,1,,,,
6,17,Clark,13,,,,
6,17, Jim,1,,,,
6,17,Isabelle,9,,,,
6,19,Michael,52,,,,
6,19,Kelly,3,,,,
6,19,Ryan,3,,,,
6,19,Meredith,4,,,,
6,19,Erin,20,,,,
6,19,Jim,40,,,,
6,19,Phyllis,1,,,,
6,19,Stanley,1,,,,
6,19,Andy,24,,,,
6,19,Dwight,29,,,,
6,19,Jo,53,,,,
6,19,Pam,1,,,,
6,19,Angela,3,,,,
6,19,Kevin,3,,,,
6,19,Oscar,4,,,,
6,19,Daryl,13,,,,
6,19,Gabe,3,,,,
6,19,D,1,,,,
6,19,Andy and Dwight,4,,,,
6,19,Todd Packer,6,,,,
6,19,Warehouse guy 1,3,,,,
6,19,Warehouse guy 2,1,,,,
6,19,Reid,5,,,,
6,19,Night cleaning crew,1,,,,
6,20,Michael,85,,,,
6,20,Jim,51,,,,
6,20,Stanley,11,,,,
6,20,Dwight,43,,,,
6,20,Phyllis,18,,,,
6,20,Andy,15,,,,
6,20,Angela,6,,,,
6,20,Darryl,9,,,,
6,20,Erin,7,,,,
6,20,Gabe,7,,,,
6,20,Miichael,1,,,,
6,20,Kelly,8,,,,
6,20,Ryan,3,,,,
6,20,Pam,3,,,,
6,20,Kevin,8,,,,
6,20,Meredith,3,,,,
6,20,Toby,2,,,,
6,20,Oscar,1,,,,
6,21,Dwight: ,34,,,,
6,21,Michael: ,74,,,,
6,21,Jim: ,33,,,,
6,21,Meredith: ,1,,,,
6,21,Angela: ,17,,,,
6,21,Creed: ,1,,,,
6,21,Phyllis: ,6,,,,
6,21,Everyone: ,1,,,,
6,21,Oscar: ,20,,,,
6,21,Stanley: ,1,,,,
6,21,Matt: ,5,,,,
6,21,Warehouse Guy: ,1,,,,
6,21,Darryl: ,10,,,,
6,21,Andy: ,35,,,,
6,21,Pam: ,31,,,,
6,21,Erin: ,16,,,,
6,21,Kevin: ,7,,,,
6,21,Julie: ,12,,,,
6,21,Isabel: ,18,,,,
6,21,Hide: ,2,,,,
6,21,Ryan: ,5,,,,
6,21,Kelly: ,4,,,,
6,21,Bar Manager: ,22,,,,
6,21,Bouncer: ,1,,,,
6,21,Girl at table: ,2,,,,
6,22,Cookie Monster,3,,,,
6,22,Andy,25,,,,
6,22,Oscar,6,,,,
6,22,Kevin,20,,,,
6,22,Phyllis,3,,,,
6,22,Dwight,16,,,,
6,22,Ryan,5,,,,
6,22,Kelly,5,,,,
6,22,Angela,5,,,,
6,22,Meredith,9,,,,
6,22,Erin,49,,,,
6,22,Pam,28,,,,
6,22,Jim,8,,,,
6,22,Dwight.,1,,,,
6,22,Michael,46,,,,
6,22,Darryl,3,,,,
6,22,Gabe,23,,,,
6,22,Hayworth's waiter,4,,,,
6,22,Toby,3,,,,
6,22,Oscar's voice from the computer,1,,,,
6,23,Michael,85,,,,
6,23,Erin,9,,,,
6,23,Jim,37,,,,
6,23,Dwight,45,,,,
6,23,Oscar,9,,,,
6,23,Angela,3,,,,
6,23,Pam,27,,,,
6,23,Donna,38,,,,
6,23,Gabe,15,,,,
6,23,Darryl,4,,,,
6,23,Kelly,28,,,,
6,23,Kevin,8,,,,
6,23,Phyllis,4,,,,
6,23,Creed,1,,,,
6,23,Ryan,4,,,,
6,23,Andy,3,,,,
6,23,Mihael,1,,,,
6,23,Stanley,2,,,,
6,23,Hide,2,,,,
6,23,All,1,,,,
6,24,Dwight,38,,,,
6,24,Jim,14,,,,
6,24,Pam,42,,,,
6,24,Michael,92,,,,
6,24,Stanley,3,,,,
6,24,Andy,30,,,,
6,24,Darryl,26,,,,
6,24,Meredith,1,,,,
6,24,Kelly,7,,,,
6,24,Ryan,4,,,,
6,24,Oscar,1,,,,
6,24,Gabe,4,,,,
6,24,Donna,36,,,,
6,24,Old lady,1,,,,
6,24,Erin,3,,,,
6,24,Creed,2,,,,
6,24,Glen,1,,,,
6,24,Gym Instructor,1,,,,
6,24,Gym instructor,2,,,,
6,25,Toby,5,,,,
6,25,Michael,82,,,,
6,25,Everyone,5,,,,
6,25,Jim,21,,,,
6,25,Dwight,36,,,,
6,25,Creed,4,,,,
6,25,Oscar,3,,,,
6,25,Ryan,11,,,,
6,25,Stanley,2,,,,
6,25,Angela,17,,,,
6,25,Pam,30,,,,
6,25,Erin,11,,,,
6,25,Kevin,6,,,,
6,25,Lawyer,11,,,,
6,25,Dwight and Angela,1,,,,
6,25,Andy,41,,,,
6,25,Phyllis,8,,,,
6,25,Meredith,3,,,,
6,25,Kelly,5,,,,
6,25,Gabe,6,,,,
6,25,Shane,11,,,,
6,25,Darryl,4,,,,
6,25,Reporter,3,,,,
6,26,Michael,67,,,,
6,26,Todd Packer,1,,,,
6,26,Oscar,2,,,,
6,26,Jim,13,,,,
6,26,Angela,4,,,,
6,26,Phyllis,5,,,,
6,26,Dwight,19,,,,
6,26,Jo,43,,,,
6,26,Kevin,7,,,,
6,26,Andy,17,,,,
6,26,Nick,11,,,,
6,26,Darryl,6,,,,
6,26,Toby,7,,,,
6,26,Pam,17,,,,
6,26,Kelly,5,,,,
6,26,Ryan,2,,,,
6,26,Erin,4,,,,
6,26,Realtor,4,,,,
6,26,Gabe,5,,,,
6,26,Creed,2,,,,
6,26,Stanley,2,,,,
6,26,David Wallace,1,,,,
6,26,Hank,1,,,,
7,1,Stanley,5,,,,
7,1,Ryan,3,,,,
7,1,Kelly,5,,,,
7,1,Creed,4,,,,
7,1,Angela,3,,,,
7,1,Andy,16,,,,
7,1,All,2,,,,
7,1,Dwight,21,,,,
7,1,Phyllis,7,,,,
7,1,Toby,3,,,,
7,1,Michael,57,,,,
7,1,Erin,7,,,,
7,1,Gabe,11,,,,
7,1,Pam,25,,,,
7,1,Kevin,5,,,,
7,1,Jim,22,,,,
7,1,Luke,18,,,,
7,1,Oscar,8,,,,
7,1,Darryl,5,,,,
7,1,Meredith,3,,,,
7,1,Jo,7,,,,
7,1,Both,2,,,,
7,2,Dwight,48,,,,
7,2,Pam,39,,,,
7,2,Jim,34,,,,
7,2,Mose,2,,,,
7,2,Toby,35,,,,
7,2,Michael,31,,,,
7,2,Phyllis,3,,,,
7,2,Ryan,3,,,,
7,2,Andy,12,,,,
7,2,Stanley,3,,,,
7,2,Kelly,6,,,,
7,2,Creed,1,,,,
7,2,Erin,4,,,,
7,2,Window treatment guy,3,,,,
7,2,Oscar,7,,,,
7,2,Darryl,4,,,,
7,2,Angel,1,,,,
7,2,Angela,3,,,,
7,2,Gabe,17,,,,
7,2,Salesman,10,,,,
7,3,Erin,19,,,,
7,3,Jim,19,,,,
7,3,Andy,48,,,,
7,3,Angela,16,,,,
7,3,Michael,43,,,,
7,3,Pam,17,,,,
7,3,Dwight,17,,,,
7,3,Stanley,2,,,,
7,3,Phyllis,4,,,,
7,3,Usher,2,,,,
7,3,All,2,,,,
7,3,Darryl,11,,,,
7,3,Kelly,2,,,,
7,3,Shelby,8,,,,
7,3,Meredith,1,,,,
7,3,Creed,2,,,,
7,3,Sweeney Todd,14,,,,
7,3,Oscar,1,,,,
7,4,Dwight,40,,,,
7,4,Son,4,,,,
7,4,Nate,5,,,,
7,4,Angela,2,,,,
7,4,Phyllis,5,,,,
7,4,Ryan,1,,,,
7,4,Kelly,5,,,,
7,4,Andy,40,,,,
7,4,Pam,8,,,,
7,4,Employees except Dwight,1,,,,
7,4,Michel,1,,,,
7,4,Erin,4,,,,
7,4,Michael,87,,,,
7,4,Meredith,7,,,,
7,4,Kevin,10,,,,
7,4,Jim,4,,,,
7,4,Oscar,7,,,,
7,4,Donna,7,,,,
7,4,Stanley,4,,,,
7,4,Holly,16,,,,
7,4,Jan,16,,,,
7,4,Astrid,3,,,,
7,4,Creed,2,,,,
7,4,Darryl,8,,,,
7,4,Jim and Pam,1,,,,
7,4,Old Woman,3,,,,
7,4,Helene,4,,,,
7,4,Carroll,14,,,,
7,4,Gabe,3,,,,
7,4,Carrol,1,,,,
7,5,Michael,85,,,,
7,5,Oscar,16,,,,
7,5,Pam,10,,,,
7,5,Dwight,56,,,,
7,5,Kevin,12,,,,
7,5,Meredith,15,,,,
7,5,Kelly,3,,,,
7,5,Jim,59,,,,
7,5,All,4,,,,
7,5,Andy,38,,,,
7,5,Phyllis,8,,,,
7,5,Danny,40,,,,
7,5,Angela,2,,,,
7,5,Darryl,23,,,,
7,5,Receptionist,1,,,,
7,5,Steve,5,,,,
7,5,Stanley,5,,,,
7,5,Erin,2,,,,
7,5,Darryl and Andy,1,,,,
7,5,Ryan,3,,,,
7,5,Creed,2,,,,
7,6,Andy,16,,,,
7,6,Jim,27,,,,
7,6,Stanley,7,,,,
7,6,Kevin,19,,,,
7,6,Michael,59,,,,
7,6,All,1,,,,
7,6,Pam,24,,,,
7,6,Dwight,14,,,,
7,6,Oscar,8,,,,
7,6,Erin,7,,,,
7,6,Gabe,14,,,,
7,6,Todd Packer,5,,,,
7,6,Danny,28,,,,
7,6,Darryl,26,,,,
7,6,Toby,4,,,,
7,6,Ryan,6,,,,
7,6,Kelly,5,,,,
7,6,Creed,3,,,,
7,6,Phyllis,5,,,,
7,6,Angela,5,,,,
7,6,Meredith,1,,,,
7,7,Pam,33,,,,
7,7,Kelly,2,,,,
7,7,Michael,74,,,,
7,7,Jim,38,,,,
7,7,Erin,9,,,,
7,7,Dwight,16,,,,
7,7,Angela,8,,,,
7,7,Andy,25,,,,
7,7,Ryan,6,,,,
7,7,Toby,3,,,,
7,7,Church congregation,1,,,,
7,7,Pastor,6,,,,
7,7,All,1,,,,
7,7, Pastor,1,,,,
7,7,Female church member,2,,,,
7,7,Male church member,3,,,,
7,7,Lady,1,,,,
7,7,Doug,6,,,,
7,7,Stanley,3,,,,
7,7,Kevin,4,,,,
7,7,Girl,9,,,,
7,7,Phyllis,5,,,,
7,7,Woman,3,,,,
7,7,Oscar,2,,,,
7,7,Darryl,2,,,,
7,7,Mee-Maw,1,,,,
7,7,Students,1,,,,
7,7,Guy,8,,,,
7,7,Gabe,2,,,,
7,7,MeeMaw,1,,,,
7,7,Carla,2,,,,
7,7,Jim's Dad,1,,,,
7,7,Helene,1,,,,
7,7,Bus driver,3,,,,
7,7,Michael and Andy,1,,,,
7,7,Another guy,1,,,,
7,7,Radio,1,,,,
7,8,Erin,40,,,,
7,8,Reporter,2,,,,
7,8,Michael,54,,,,
7,8,Kevin,9,,,,
7,8,Dwight,26,,,,
7,8,Angela,9,,,,
7,8,Gabe,18,,,,
7,8,Jim,17,,,,
7,8,Kelly,13,,,,
7,8,Andy,26,,,,
7,8,Stanley,1,,,,
7,8,Pam,23,,,,
7,8,Phyllis,12,,,,
7,8,Oscar,7,,,,
7,8,Ryan,3,,,,
7,8,Daryl,6,,,,
7,8,TV,1,,,,
7,8,Creed,4,,,,
7,9,Dwight,24,,,,
7,9,Michael,66,,,,
7,9,Jim,21,,,,
7,9,Pam,28,,,,
7,9,Erin,7,,,,
7,9,Andy,10,,,,
7,9,Kevin,9,,,,
7,9,Meridith,2,,,,
7,9,Angela,19,,,,
7,9,Ryan,54,,,,
7,9,Robotic Voice,2,,,,
7,9,Ryan and Michael,1,,,,
7,9,Guy,1,,,,
7,9,Gabe,7,,,,
7,9,Stanley,7,,,,
7,9,Phyllis,1,,,,
7,9,Phyliss,1,,,,
7,9,Oscar,5,,,,
7,9,Kids,1,,,,
7,9,Kid,1,,,,
7,9,Little Girl,2,,,,
7,9,Daryl,10,,,,
7,9,Kelly,5,,,,
7,9,Micheal,1,,,,
7,9,Man,10,,,,
7,9,Creed,3,,,,
7,9,Jo,4,,,,
7,10,Jim,27,,,,
7,10,Dwight,44,,,,
7,10,Pam,45,,,,
7,10,Hank,3,,,,
7,10,Andy,23,,,,
7,10,Michael,56,,,,
7,10,Erin,9,,,,
7,10,Darryl,13,,,,
7,10,Stanley,6,,,,
7,10,Nate,13,,,,
7,10,Angela,3,,,,
7,10,Phyllis,3,,,,
7,10,Kevin,8,,,,
7,10,Oscar,25,,,,
7,10,Ryan,7,,,,
7,10,Meredith,2,,,,
7,10,Gabe,1,,,,
7,10,Kelly,8,,,,
7,10,Creed,2,,,,
7,10,Dwight & Nate,1,,,,
7,10,Passer-by,5,,,,
7,10,Pam ,1,,,,
7,11,Nate,5,,,,
7,11,Pam,69,,,,
7,11,Michael,130,,,,
7,11,Jim,48,,,,
7,11,Kevin,14,,,,
7,11,Andy,28,,,,
7,11,Dwight,36,,,,
7,11,Phyllis,13,,,,
7,11,Erin,18,,,,
7,11,Oscar,12,,,,
7,11,All,1,,,,
7,11,Meredith,10,,,,
7,11,Angela,26,,,,
7,11,Stanley,5,,,,
7,11,Kelly,14,,,,
7,11,Gabe,6,,,,
7,11,Darryl,23,,,,
7,11,Toby,25,,,,
7,11,Ryan,11,,,,
7,11,Creed,4,,,,
7,11,Bass Player,2,,,,
7,11,Justine,2,,,,
7,11,Holly,50,,,,
7,11,Jada,20,,,,
7,11,Robert,5,,,,
7,11,AJ,15,,,,
7,11,Darrly,1,,,,
7,13,Man,3,,,,
7,13,Dwight,34,,,,
7,13,Jim,8,,,,
7,13,Member,2,,,,
7,13,Michael,75,,,,
7,13,Erin,21,,,,
7,13,Angela,7,,,,
7,13,Pam,31,,,,
7,13,Phyllis,9,,,,
7,13,Kelly,10,,,,
7,13,Holly,19,,,,
7,13,Kevin,19,,,,
7,13,Video Michael,7,,,,
7,13,Andy,21,,,,
7,13,Oscar,3,,,,
7,13,Darryl,21,,,,
7,13,Bookstore employee,2,,,,
7,13,Customer,2,,,,
7,13,Gabe,2,,,,
7,13,Creed,13,,,,
7,13,Ryan,6,,,,
7,13,DJ,3,,,,
7,13,Meredith,1,,,,
7,14,David Brent,1,,,,
7,14,Michael,36,,,,
7,14,David,12,,,,
7,14,Erin,25,,,,
7,14,Andy,51,,,,
7,14,Jim,23,,,,
7,14,Pam,18,,,,
7,14,Dwight,19,,,,
7,14,Older guy,1,,,,
7,14,Phyllis, Stanley, Dwight,1,,
7,14,Phyllis,3,,,,
7,14,Younger Guy,3,,,,
7,14,Stanley,2,,,,
7,14,Holly,12,,,,
7,14,Oscar,14,,,,
7,14,Kevin,9,,,,
7,14,Kelly,12,,,,
7,14,Ryan,8,,,,
7,14,Creed,2,,,,
7,14,Older Woman,2,,,,
7,14,Professor Powell,4,,,,
7,14,Hank,2,,,,
7,14,Gabe,7,,,,
7,14,Guy,2,,,,
7,14,Darryl,3,,,,
7,14,Tom,10,,,,
7,15,Kelly,9,,,,
7,15,Erin,14,,,,
7,15,Phyllis,10,,,,
7,15,Meredith,3,,,,
7,15,Andy,13,,,,
7,15,Ryan,6,,,,
7,15,Pam,36,,,,
7,15,Ryan and Kelly,1,,,,
7,15,Kevin,7,,,,
7,15,Oscar,12,,,,
7,15,Jim,32,,,,
7,15,Michael,42,,,,
7,15,Holly,30,,,,
7,15,Helen,5,,,,
7,15,Guy,1,,,,
7,15,Attendant,6,,,,
7,15,Dwight,26,,,,
7,15,Gabe,25,,,,
7,15,Darryl,8,,,,
7,15,Darrly,1,,,,
7,15,Office,1,,,,
7,15,Hot Dog Guy,5,,,,
7,15,Cell Phone Sales Person,2,,,,
7,15,Dwight and Erin,1,,,,
7,15,Waiter,8,,,,
7,15,Micahel,1,,,,
7,15,Stanley,3,,,,
7,15,Angela,1,,,,
7,16,Pam,24,,,,
7,16,Darryl,15,,,,
7,16,Andy,37,,,,
7,16,Phyllis,3,,,,
7,16,Holly,38,,,,
7,16,Michael,71,,,,
7,16,Gabe,21,,,,
7,16,Erin,38,,,,
7,16,Oscar,15,,,,
7,16,Jim,23,,,,
7,16,Dwight,24,,,,
7,16,Angela,9,,,,
7,16,Kevin,13,,,,
7,16,Ryan,6,,,,
7,16,Meredith,1,,,,
7,16,Creed,1,,,,
7,16,Stanley,1,,,,
7,16,Boom Box,1,,,,
7,16,Jim and Pam,1,,,,
7,16,Andy and Erin,1,,,,
7,16,Hank,2,,,,
7,16,Kelly,1,,,,
7,17,Michael,61,,,,
7,17,Delivery,1,,,,
7,17,Erin,1,,,,
7,17,Jim,6,,,,
7,17,Pam,6,,,,
7,17,Creed,1,,,,
7,17,Holly,15,,,,
7,17,Samuel,10,,,,
7,17,Dwight,4,,,,
7,17,Daryl,1,,,,
7,17,President,4,,,,
7,17,Goldenface,14,,,,
7,17,Cherokee Jack,3,,,,
7,17,Oscar,2,,,,
7,17,Jan,2,,,,
7,17,Kevin,3,,,,
7,17,Helene,3,,,,
7,17,Michael and Samuel together,1,,,,
7,17,Billy,5,,,,
7,17,Karen,2,,,,
7,17,Todd Packer,1,,,,
7,17,Kelly,1,,,,
7,17,Ryan,1,,,,
7,17,Andy,2,,,,
7,18,Dwight,41,,,,
7,18,Kevin,13,,,,
7,18,Meredith,3,,,,
7,18,Jim,37,,,,
7,18,Todd,37,,,,
7,18,Michael,57,,,,
7,18,Holly,32,,,,
7,18,Erin,10,,,,
7,18,Gabe,1,,,,
7,18,Pam,36,,,,
7,18,Ryan,4,,,,
7,18,Kelly,3,,,,
7,18,Andy,29,,,,
7,18,Stanley,1,,,,
7,18,Phyllis,1,,,,
7,18,Holy,1,,,,
7,18,Oscar,1,,,,
7,18,Angela,1,,,,
7,18,Daryl,4,,,,
7,19,Pam,32,,,,
7,19,Oscar,7,,,,
7,19,Dwight,31,,,,
7,19,Jim,24,,,,
7,19,Andy,17,,,,
7,19,Meredith,3,,,,
7,19,Kevin,18,,,,
7,19,Michael,72,,,,
7,19,Holly,47,,,,
7,19,Lady,1,,,,
7,19,Kelly,3,,,,
7,19,Darryl,10,,,,
7,19,Holly's Mom,4,,,,
7,19,Holly's Dad,5,,,,
7,19,Micahel,1,,,,
7,19,Ryan,9,,,,
7,19,Phyllis,3,,,,
7,19,Stanley,1,,,,
7,19,Gabe,1,,,,
7,19,Angela,1,,,,
7,20,Michael,67,,,,
7,20,Waiter,1,,,,
7,20,Deangelo,77,,,,
7,20,Deangelo/Michael,2,,,,
7,20,Oscar,5,,,,
7,20,Kevin,4,,,,
7,20,Dwight,10,,,,
7,20,Kelly,5,,,,
7,20,Darryl,8,,,,
7,20,Angela,4,,,,
7,20,Andy,11,,,,
7,20,Pam,8,,,,
7,20,Jim,10,,,,
7,20,Meredith,1,,,,
7,20,Stanley,3,,,,
7,20,Erin,10,,,,
7,20,Denagelo,1,,,,
7,20,Ryan,1,,,,
7,20,Phyllis,2,,,,
7,20,Darryl's sister,1,,,,
7,20,Gabe,4,,,,
7,20,Micahel,1,,,,
7,21,Michael,82,,,,
7,21,DeAngelo,54,,,,
7,21,Jim,22,,,,
7,21,Pam,15,,,,
7,21,Stanley,3,,,,
7,21,Meredith,6,,,,
7,21,Erin,12,,,,
7,21,Dwight,12,,,,
7,21,Kevin,6,,,,
7,21,Phyllis,2,,,,
7,21,Ryan,6,,,,
7,21,Andy,4,,,,
7,21,Darryl,2,,,,
7,21,Jo,4,,,,
7,21,Angela,1,,,,
7,21,Angela,1,,,,
7,21,Oscar,5,,,,
7,21,Jim,1,,,,
7,21,Phyllis,1,,,,
7,21,Together,1,,,,
7,21,Michael ,1,,,,
7,21,Manager,3,,,,
7,21,Gabe,2,,,,
7,21,Audience,1,,,,
7,21,All,4,,,,
7,21,Toby,2,,,,
7,21,Erin and Kelly,1,,,,
7,21,Women,1,,,,
7,21,Creed,1,,,,
7,21,Kelly and Erin,1,,,,
7,22,Michael,115,,,,
7,22,Dwight,14,,,,
7,22,DeAngelo,25,,,,
7,22,Gabe,10,,,,
7,22,Andy,24,,,,
7,22,Jim,18,,,,
7,22,Phyllis,18,,,,
7,22,Angela,12,,,,
7,22,Pam,19,,,,
7,22,Meredith,6,,,,
7,22,Stanley,7,,,,
7,22,Kevin,11,,,,
7,22,Oscar,6,,,,
7,22,Holly,6,,,,
7,22,Toby,5,,,,
7,22,Kelly,3,,,,
7,22,Ryan,3,,,,
7,22,Erin,12,,,,
7,22,abe,1,,,,
7,22,Creed,2,,,,
7,22,Rory,2,,,,
7,22,Darryl,3,,,,
7,22,Warehouse Guy,1,,,,
7,22,DeAgnelo,1,,,,
7,22,Client,1,,,,
7,23,Deangelo,90,,,,
7,23,Darryl,8,,,,
7,23,Toby,1,,,,
7,23,Oscar,2,,,,
7,23,Kevin,13,,,,
7,23,Pam,24,,,,
7,23,Jim,40,,,,
7,23,Andy,9,,,,
7,23,Dwight,20,,,,
7,23,Gabe,8,,,,
7,23,Ryan,15,,,,
7,23,Kelly,15,,,,
7,23,Phyllis,4,,,,
7,23,Angela,4,,,,
7,23,Erin,3,,,,
7,23,Jordan,9,,,,
7,24,Pam,11,,,,
7,24,Dwight,73,,,,
7,24,Phyllis,5,,,,
7,24,Jim,27,,,,
7,24,Mose,1,,,,
7,24,All,2,,,,
7,24,All but Oscar,1,,,,
7,24,Angela,11,,,,
7,24,Erin,13,,,,
7,24,Kelly,6,,,,
7,24,Andy,26,,,,
